"SourcePostId","Type","Name","Username","Tweet ID (click to view url)","Retweets","Comments","Favorites","Is Retweet?","Date","Tweet Text","Author Followers","Author Friends","Author Favorites","Author Statuses","Author Bio","Author Image","Author Location","Author Verified","Tweet Source","Status URL"
,Post,Elena Corrêa,ecorrearbc,1844952709339754568,,,11,no,2024-10-12 01:06:18,@lucasmaciel Tem a ver com desmatamento tem a ver com falta de consciência ecológica de todos nós! Tem a ver com essa ignorância coletiva sobre a importância de se preservar a natureza!,122,122,11,16424,Jornalista 🌷 Apaixonada por Gatos🐾 Fórmula 1 🏁  Gastronomia 🥗 Vinhos 🍷 Viagens 🌎  Realities... Botafoguense. E bloqueando todos os haters!,https://pbs.twimg.com/profile_images/1398788794111963138/LJmpzvX1_normal.jpg,Rio de Janeiro Brasil,no,Twitter for Android,https://www.twitter.com/ecorrearbc/status/1844952709339754568
,Post,Lula PT nos Trends,LulaPTnosTrends,1844930991997190355,,,2,no,2024-10-11 23:40:00,@FazOLeSorria @SpaceAllBR @parasamuel @AlexandrePT13CV @Alexand92840726 @CleuzaturC @Maria_Rebocho__ @borgescm @sequeira_kg @CLulista @SocialistaSagaz @Cidamariaperei2 @CiceroProfessor @anabrasilmelhor @bneydavid @clau_curitiba @DKissya @Erbl1958 @gerhrez @JamirJnior2 @marioasouza72 @NeudeOliveira4 @PradoEimar @RosiPontes25 @soupurabucha @AnaFontenel @ClaudioLopesDa9 @EsquinesCangia1 @GilCarlosTex @JaniceCaetano1 @KetanMadeira5 @lumiran71147984 @maristelaDuda @NicaCristina @ProfJaneslei @stelavfa @wellcione @LulaOficial @odaircunhamg Boa Noite Comp@s de Lut@sLula cuida do meio ambiente combatendo o desmatamento na Amazônia e protegendo nossos recursos naturais para as futuras gerações.#LulaBrasilSoberano https://t.co/62TKlouKsE,3961,4430,2,20720,Comitê Virtual Lula e o PT - A Luta Não Para Nunca - #LulaUneECuida,https://pbs.twimg.com/profile_images/1814265488010018818/7DHgK7L8_normal.jpg,,no,Twitter Web App,https://www.twitter.com/LulaPTnosTrends/status/1844930991997190355
,Post,Tanyca,Tanyca2,1844922806045114871,,,2,no,2024-10-11 23:07:28,Por isso tanto desmatamento  tanto cava- cava😥😮‍💨😮‍💨😮‍💨,11314,12342,2,77165,VIDA E VIDA 《☆♡☆》 💚🇧🇷💚,https://pbs.twimg.com/profile_images/1638706410409062403/0pzAttLr_normal.jpg,Rio de Janeiro Brazil,no,Twitter for Android,https://www.twitter.com/Tanyca2/status/1844922806045114871
,Post,',MensoFLA,1844919650351825065,,,7,no,2024-10-11 22:54:56,@CentralDoBrega queimadas desmatamento etc; alterações de relevo vegetação e urbanização interferem nesses ciclos da natureza. Tem lugar se acabando em água e outros com seca de 8/10 mesesNum país q a maioria só olha p próprio umbigo e n liga p tais problemas a conta tá chegando aos poucos https://t.co/bkRW1XMros,19956,192,7,1528,Produzindo conteúdo pra esse site insustentável • @flamengo • do oeste baiano pro mundo• curte o fixado ou me segue pra eu seguir de volta 🙏🏽,https://pbs.twimg.com/profile_images/1845943408180793344/iniEV4Tx_normal.jpg,Xique-Xique EUA,no,Twitter for Android,https://www.twitter.com/MensoFLA/status/1844919650351825065
,Post,Jornalismo TV Cultura,jornal_cultura,1844901195724255370,5,1,7,no,2024-10-11 21:41:36,Países com as maiores economias do mundo como Canadá Rússia e Brasil lideram o ranking global de desmatamento. O Brasil em particular destaca-se como o maior destruidor de florestas tropicais úmidas do planeta.#JC https://t.co/aI33sRvtXZ,207185,53,7,93913,Acompanhe por aqui as principais notícias do #JTCultura e #JornaldaCultura,https://pbs.twimg.com/profile_images/1252333649548148737/tsuJ5rGh_normal.jpg,,no,Twitter Media Studio - LiveCut,https://www.twitter.com/jornal_cultura/status/1844901195724255370
,Post,Hubert Melin ✈️🛩🚁,HubertMelin,1844899174384611640,,1,2,no,2024-10-11 21:33:34,@fdpamplona @avioesemusicas @luizfara @aero_in @zwerdling @TCel_Humberto @AeroportoD Culpa do desmatamento,1870,92,2,8411,Planes - Comercial Aviation - R/C Planes ✈️🛩🚁,https://pbs.twimg.com/profile_images/1709511136712835072/nhimhbrl_normal.jpg,Rio de Janeiro,no,Twitter for iPhone,https://www.twitter.com/HubertMelin/status/1844899174384611640
,Post,Folha de S.Paulo,folha,1844896752005943619,1,4,14,no,2024-10-11 21:23:56,#OPINIÃO 📝Txai Suruí | A arte contra a tragédia ambiental na amazônia. Artistas de Rondônia pintam mural para que queimadas e desmatamento não sejam esquecidoshttps://t.co/eEPY1TZzD6,8869122,164515,14,761388,Um jornal em defesa da energia limpa  Newsletters: https://t.co/NVUcVDAjzm Insta: https://t.co/ktjTHtETj7  Assine: https://t.co/OJOZUvKPWW WhatsApp: https://t.co/zAAuCdbnn8,https://pbs.twimg.com/profile_images/1542328100159102978/TY95Pzzw_normal.jpg,São Paulo Brazil,no,Twitter Web App,https://www.twitter.com/folha/status/1844896752005943619
,Post,axolote,tatub0l4,1844892799197643156,,,1,no,2024-10-11 21:08:14,Árvores com o desmatamento,9,13,1,2174,,https://pbs.twimg.com/profile_images/1792610420114497536/Le6ThvPF_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/tatub0l4/status/1844892799197643156
,Post,Matheus,FeliiipeMatheus,1844890274301915304,,1,1,no,2024-10-11 20:58:12,@luanholek Então quer dizer que vc apoia o desmatamento?????,1156,979,1,8573,Fiz do Corinthians a minha vida e o Corinthians fez da minha vida uma desgraça,https://pbs.twimg.com/profile_images/1844249324487688192/oDDBe9MM_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/FeliiipeMatheus/status/1844890274301915304
,Post,Monica Abrahão 🇧🇷🇮🇱,LealAbrahao,1844882798387085443,,1,1,no,2024-10-11 20:28:30,@Amanda_nanamd @GayerGus Amada onde esteve que não viu que o atual governo do amor bateu todos os recordes de desmatamento queimadas e focos de incêndio que a dengue bateu recordes históricos inclusive de mortes que houve cortes na saúde e na educação e que não houve repasse prometido para o Sul?,660,820,1,16292,Filha do Deus Vivo Mãe esposa advogada cidadã conservadora e engajada na reconquista de nossa nação. Juntos quebraremos a espiral do silêncio!,https://pbs.twimg.com/profile_images/1586896066401689600/xMRgf5cu_normal.jpg,Nova Iorque USA,no,Twitter for iPhone,https://www.twitter.com/LealAbrahao/status/1844882798387085443
,Post,Lula PT nos Trends,LulaPTnosTrends,1844876885869642233,5,4,11,no,2024-10-11 20:05:00,@FazOLeSorria @Alexand92840726 @AlexandrePT13CV @YaiaSobreira @CangaceiroNetto @MilVezes4 @borgescm @Simonycorredora @RogerBMoura @CleuzaTur @lacerdaeh @Baiantifascista @divaolinda55 @GatoConectado13 @wwmfa0627 @Ceissa_Med @analiseagora @chelleweda @RamosEneildes @Liz6macielgmai1 @RotcivSatierf @parasamuel @EstelaIbelli @Alice_inland13 @heldersalomao @padilhando @AliceLazarini @ArrudaLiege @ArtJogame @asarock8 @augustotomanov @Babiborboleta13 @BelindaBranco8 @BodeEsquerda @bourahli65 @bragaantonio979 @bronca_paula @callss64 @AdryFernandes76 @Ande10526564 @AlvesOismael @LulaOficial Boa Noite Comp@s de Lut@sLula cuida do meio ambiente combatendo o desmatamento na Amazônia e protegendo nossos recursos naturais para as futuras gerações.#LulaBrasilSoberano https://t.co/gFGVEZWQaw,3961,4430,11,20720,Comitê Virtual Lula e o PT - A Luta Não Para Nunca - #LulaUneECuida,https://pbs.twimg.com/profile_images/1814265488010018818/7DHgK7L8_normal.jpg,,no,Twitter Web App,https://www.twitter.com/LulaPTnosTrends/status/1844876885869642233
,Post,vica 🐈,beladecherno,1844872534317031861,,,1,no,2024-10-11 19:47:42,Mulher que luta contra o feminismo= Árvore a favor do desmatamento.,86,174,1,2730,aspirante a historiadora,https://pbs.twimg.com/profile_images/1844167548159287299/8k1SR6uV_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/beladecherno/status/1844872534317031861
,Post,najoo,najuchis,1844869110338834577,,1,2,no,2024-10-11 19:34:06,@iraquitanfmj podem denunciar o desmatamento de forma criativa!,948,926,2,19799,hay que hacerlo sin miedo %ᵕ‿‿ᵕ%,https://pbs.twimg.com/profile_images/1844138459578953728/g9fecgI5_normal.jpg,KUCHIWORLD,no,Twitter Web App,https://www.twitter.com/najuchis/status/1844869110338834577
,Post,thiago ✶,btdkenji,1844858108230938928,,,1,no,2024-10-11 18:50:23,desmatamento aconteceria em qualquer tipo de sistema capitalista ou não porra,50,28,1,290,,https://pbs.twimg.com/profile_images/1844547230545387526/OEdpaOY3_normal.jpg,,no,Twitter for Android,https://www.twitter.com/btdkenji/status/1844858108230938928
,Post,Agência Pública,agenciapublica,1844853526050337016,12,1,24,no,2024-10-11 18:32:10,🔥 FOGO NA AMAZÔNIA | Além de áreas embargadas pelo Ibama o candidato a prefeito de Colniza (MT) Siwal Sant Ana Soares (PL) tem ao menos seis embargos pela Secretaria de Meio Ambiente de MT em resposta a infrações como desmatamento em área preservada.https://t.co/eghlM2syp9,286414,970,24,51991,Jornalismo investigativo sem amarras e liderado por mulheres.,https://pbs.twimg.com/profile_images/952893740322099206/aQCmgfGm_normal.jpg,São Paulo Brasil,no,dlvr.it,https://www.twitter.com/agenciapublica/status/1844853526050337016
,Post,Astrid Lima,Astrid_Lima,1844797537531609240,3,3,7,no,2024-10-11 14:49:42,Agora somem isso à estradas cortando e consolidando o desmatamento. Essas estradas vão servir também para facilitar a logística o movimento de produtos de contrabando da floresta (ouro madeira metais etc). Não #BR319,811,800,7,14689,Para quando a casa cair:   @astridlima.bsky.social AstridLima@mastodon.uno,https://pbs.twimg.com/profile_images/1819464065644646400/xl_qs7l__normal.jpg,Roma,no,Twitter for iPhone,https://www.twitter.com/Astrid_Lima/status/1844797537531609240
,Post,CapitalismoFreestyle,CapitalismoFree,1844788341427872054,1,,4,no,2024-10-11 14:13:09,Quando era o bozo você via 10 charges assim por dia com a cara deleAgora que tá realmente quebrando recorde de queimada e desmatamento não vejo nenhuma charge assim mais@caetanoveloso Vai cobrar o bandido também bichinha,401,131,4,1067,CapitalismoP2P: Me chame no privado para comprar Bitcoin puramente P2P e anônimo 🪙,https://pbs.twimg.com/profile_images/1830004976208224257/sGk-Ve-U_normal.jpg,,no,Twitter Web App,https://www.twitter.com/CapitalismoFree/status/1844788341427872054
,Post,Odnalda Whigson Fênix🐦‍🔥,OdnaldaW2,1844786416280051882,,1,1,no,2024-10-11 14:05:30,@Silviahregio2 De fato há desmatamento indiscriminado especialmente no Brasil.No vídeo em questão não se sabe a procedência eu só questionei o fato de o resultado final ter perdido a referência.,42271,10055,1,94517,A Fênix sempre se renova das cinzas e vem mais forte! Segurança em Deus e família; Amo animais natureza; sou armamentista anticomunista e defendo o meu Brasil,https://pbs.twimg.com/profile_images/1559730979970891776/bIPMplyK_normal.jpg,Brasil,no,Twitter for Android,https://www.twitter.com/OdnaldaW2/status/1844786416280051882
,Post,Obama,ObamaOBanda,1844773264523976782,,,1,no,2024-10-11 13:13:15,@acarinemelo @ecocrente Tanto que no governo passado quando houve enchentes desmatamento e etc a direita ficou bem calada. O que precisa ser entendido é que clima é além de esquerda e direita e não da p cobrar só pq é governo A ou B.,383,456,1,8891,logia,https://pbs.twimg.com/profile_images/1766145078693605376/Hrv3qpBs_normal.jpg,Ratanabá AM,no,Twitter for iPhone,https://www.twitter.com/ObamaOBanda/status/1844773264523976782
,Post,Esquizofrenica Assintomatica,nictatagiba,1844758466478448684,,,1,no,2024-10-11 12:14:27,Peguei Uber moto e o cara falando que tem que desmatar todas as árvores 🤡,975,400,1,18413,Na falta de amor e carinho só um lolózinho,https://pbs.twimg.com/profile_images/1822335428181082112/fL4mPF1H_normal.jpg,Rio de Janeiro Brasil,no,Twitter for iPhone,https://www.twitter.com/nictatagiba/status/1844758466478448684
,Post,David Oliveira,Davidbrian1512,1844753687610011663,,,1,no,2024-10-11 11:55:27,@LulaOficial Kkkkkaté hoje ataca o outro presidente pq não consegue fazer direitoe o desmatamento da Amazônia como fica pq saiu a pesquisa e seu governo foi podre nessa proteçãocadê sua ministra,17,91,1,2561,,https://pbs.twimg.com/profile_images/1729559237880111104/WQPkTLt1_normal.jpg,,no,Twitter for Android,https://www.twitter.com/Davidbrian1512/status/1844753687610011663
,Post,Marcio Roberto 😎,MarcioRS1980,1844745023276876077,,,1,no,2024-10-11 11:21:01,@jucarminato @Asafefree @Estadao @opiniao_estadao Record de queimadas Record no desmatamentoRecord na morte de índios aumento de impostos Record em prejuízo de estataisRecord em fechamento de empresas Record em pedidos de Auxílio DesempregoRecord em fuga de capital estrangeiro (dólar) realmente o país bateu vários records,942,1745,1,10015,Original Verdadeiro e fiel,https://pbs.twimg.com/profile_images/1832882314017140736/gEUlF7Ai_normal.jpg,Florianópolis Brasil,no,Twitter for Android,https://www.twitter.com/MarcioRS1980/status/1844745023276876077
,Post,Gurgel,gurgel40214478,1844740156282073349,,,2,no,2024-10-11 11:01:41,@InesNasciment12 @revistaforum @parasamuel @LulaPTnosTrends Efeito Lula: Maior rombo nas contas publicas na história maior rombo nas estatais maior desmatamento maiores queimadas maior números de pessoas morando na rua.,310,1075,2,12634,,https://pbs.twimg.com/profile_images/1838240381579771904/o-qegohV_normal.jpg,Goiânia Brazil,no,Twitter Web App,https://www.twitter.com/gurgel40214478/status/1844740156282073349
,Post,Seringueiro😷bsky.app/profile/seringueiro.,Seringueiro2,1844738255910060446,,,1,no,2024-10-11 10:54:08,@bbbrezenski mas pro desenvolvimento predatório só quando acabar de vez qye estará bom liberação da pavimentação da BR 319o Ferrogrão e a Transoceanica são só alguns vetores de desmatamento e queimadas.,899,2299,1,22140,#rainforests #indigenousJustice #GlobalJustice #PachaMama #AbyaYala um abya-yalense em busca da Terra sem Mal,https://pbs.twimg.com/profile_images/1243978783033643008/guVi66LR_normal.jpg,@seringueiro.bsky.social,no,Twitter for Android,https://www.twitter.com/Seringueiro2/status/1844738255910060446
,Post,sergio cardoso,sergiogcardoso1,1844727547940020395,5,1,11,no,2024-10-11 10:11:35,E a PORRA da Imprensa ESQUERDISTA não fala nadaaaaaa. O mês de Setembro o desmatamento da Amazônia foi o pior da História e kd a Globo/GloboNews CNN UOL e os VAGABUNDOS do SALVEM A AMAZÔNIA ?,8319,7183,11,34209,,https://pbs.twimg.com/profile_images/1380911163760857088/1PQoXUtg_normal.jpg,,no,Twitter Web App,https://www.twitter.com/sergiogcardoso1/status/1844727547940020395
,Post,Varadouro,jornalvaradouro,1844722242552275091,2,,3,no,2024-10-11 09:50:30,Em 15 dias 600 toneladas de lixo das já poluídas águas do rio Acre são removidos. Poluição ocasionada por entulhos e despejo de esgoto  aceleram processo de degradação iniciada com  desmatamento das margens. Resultado é um rio de oscilações extremas. https://t.co/HfyuFEaKMk https://t.co/S64rRPItEh,463,207,3,429,Varadouro - um jornal das selvas jornalismo alter (nativo) da floresta contato@ovaradouro.com.br,https://pbs.twimg.com/profile_images/1662828343366938627/mDAnxqQv_normal.jpg,Acre Brasil,no,Twitter Web App,https://www.twitter.com/jornalvaradouro/status/1844722242552275091
,Post,Ricardo.Matos50,zotam2,1844703590042010013,4,,13,no,2024-10-11 08:36:23,Não vi vocês reclamarem quando Bolsonaro Guedes e Ricardo Salles passavam a boiada. Agora que reduziu significativamente o desmatamento você vai comentar? Vá comer bosta Míriam Leitão... https://t.co/k0mlBvkO81,15481,15943,13,247873,A única saída plausível para a morte em vida é a Arte.,https://pbs.twimg.com/profile_images/1771819987910410240/Cf8rL6kZ_normal.jpg,Salvador Bahia BR.,no,Twitter Web App,https://www.twitter.com/zotam2/status/1844703590042010013
,Post,David,Xdeivs,1844694382760329435,,,3,no,2024-10-11 07:59:48,@lucaspavanato Faz o L meu povo... Picanha em um ano aumentou 45% Fora os desmatamento e a inflação kkkLules liberando mais 15Mi pra campanha do Boles no 2 turno,58,12,3,394,Straight from the trenches,https://pbs.twimg.com/profile_images/1826571765822177280/55dn17ox_normal.jpg,Sao Paulo Brazil,no,Twitter for Android,https://www.twitter.com/Xdeivs/status/1844694382760329435
,Post,Outerspection,Outerspection1,1844689743184818327,,,1,no,2024-10-11 07:41:22,@MVisa1000 Depende das consequências. O que não falta em Portugal são consequências negativas (aos meus olhos) da malta querer rentabilizar de qualquer maneira o que é seu. Desmatamento poluição grosseira má vizinhança deterioração da confiança comum má qualidade dos serviços etc,375,409,1,4482,Filosofia Φ História 🏛️🏺Linguística 🔠Literatura 📚 Ciência 🔭⚛️  Philosophy History Linguistics Literature Science,https://pbs.twimg.com/profile_images/1779519875599253504/sXXkTAUK_normal.jpg,,no,Twitter Web App,https://www.twitter.com/Outerspection1/status/1844689743184818327
,Post,Molusconajaula,RafaStatonato,1844681562215891385,,,1,no,2024-10-11 07:08:51,@jairbolsonaro Desmatamento do Amor …,142,136,1,9704,,https://pbs.twimg.com/profile_images/1776798872594964481/jNy6qe_P_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/RafaStatonato/status/1844681562215891385
,Post,Bolchevique Sincero,BolcheviqueSinc,1844639305362280641,,,2,no,2024-10-11 04:20:56,@chicogarciaa Faz o L arrombadoLarga de ser frutinhaÉ tóxico falar na sua cara q a sua escolha 2 anos atrás tem aumento de preço no supermercado? Tem aumento de imposto? Tem aumento de desmatamento? Tem aumento de gasto público?Volta p/rede social da pedofilia. É menos tóxico. FDP,153,323,2,3797,,https://pbs.twimg.com/profile_images/1378766163233153025/4L83Z6cl_normal.jpg,,no,Twitter for Android,https://www.twitter.com/BolcheviqueSinc/status/1844639305362280641
,Post,abner 1,abner1449867,1844606650860073208,,2,2,no,2024-10-11 02:11:11,@edzoot @NazareAmarga oxi kkkkk o bagulho tá só tirando pedras e isso é um problema? qual seria o problema? desmatamento?...em pedra? lkkkkk e é uma montanha no máximo só vão extrair ela toda e pra extrair uma montanha toda sao décadas e décadas hein,,2,2,65,,https://pbs.twimg.com/profile_images/1694109821212004352/fC_VjlMw_normal.png,,no,Twitter for Android,https://www.twitter.com/abner1449867/status/1844606650860073208
,Post,Leonardo Denis 🚩🚩,fica_como,1844584989469573351,,,1,no,2024-10-11 00:45:06,@jairbolsonaro Até parece que você é contra isso Bolsonaro.Você adora desmatamento.,1266,1390,1,15867,Lula tem razão! Calúnia e difamação não são liberdade de expressão.,https://pbs.twimg.com/profile_images/1743861684840669185/qlv1JdkR_normal.jpg,Brasil,no,Twitter for iPhone,https://www.twitter.com/fica_como/status/1844584989469573351
,Post,briella,mantrasoty,1844569018348273732,,,4,no,2024-10-10 23:41:39,@slut4j8na eu apoio o desmatamento nesse caso,1974,684,4,3624,“time to pay for your sins” - Maxine Minx,https://pbs.twimg.com/profile_images/1846208814061682688/VTDdHzBe_normal.jpg,cu 💕,no,Twitter for iPhone,https://www.twitter.com/mantrasoty/status/1844569018348273732
,Post,Cibele Conde Zanon🌹,CondeCibele,1844561007995199548,,,,no,2024-10-10 23:09:49,Caro Presidente @LulaOficial nosso dever como cidadão é cobrar e acompanhar os feitos para a solução dos problemas. Lhe peço que a fiscalização em relação às penalizações sobre os crimes ambientais sejam totalmente rigorosas.  #amazonia #criseclimatica #desmatamento #queimadas https://t.co/QJZmILIntD,41,291,,1514,,https://pbs.twimg.com/profile_images/1622739680759259138/b88MRLVy_normal.jpg,,no,Twitter for Android,https://www.twitter.com/CondeCibele/status/1844561007995199548
,Post,Cibele Conde Zanon🌹,CondeCibele,1844558496039059737,,,,no,2024-10-10 22:59:50,Acredito que a maior punição desta decisão é o bloqueio dos bens que sejam fiscalizadas as reparações cobradas desses inconsequentes.#Amazon #amazonia #desmatamento #FuracãoMilton https://t.co/bG38BGENAS,41,291,,1514,,https://pbs.twimg.com/profile_images/1622739680759259138/b88MRLVy_normal.jpg,,no,Twitter for Android,https://www.twitter.com/CondeCibele/status/1844558496039059737
,Post,Rafaela Fernanda Lopes,Rafayse,1844543131166949398,9,4,46,no,2024-10-10 21:58:47,Enquanto a floresta jaz em brasas ardentesO ar fica denso sufocante asfixianteEnquanto o desmatamento segue cruelA natureza em agonia revela o seu fel;Trecho da poesia: O Prelúdio de Milton Rafaela Fernanda Lopes. https://t.co/G9aEQC0Fwg,28327,30691,46,70768,Mãe do Marcos Arthur e Elisa💙💖 CASADA respeite ou leva🚫 NÃO SOU PROFESSORA PARA DAR AULA PRA MINION! 😂 Católica.  Escritora e Poetisa.  A Original!,https://pbs.twimg.com/profile_images/1825341917850218496/apnGbkim_normal.jpg,Minas Gerais Brasil,no,Twitter Web App,https://www.twitter.com/Rafayse/status/1844543131166949398
,Post,Jornalismo TV Cultura,jornal_cultura,1844541185651769521,1,,7,no,2024-10-10 21:51:03,A Amazônia um dos biomas mais ricos em biodiversidade do planeta enfrenta uma crise sem precedentes.O desmatamento os incêndios e a degradação ambiental ameaçam não apenas o ecossistema amazônico mas o equilíbrio climático global. #JC https://t.co/Byj0ea95RS,207185,53,7,93913,Acompanhe por aqui as principais notícias do #JTCultura e #JornaldaCultura,https://pbs.twimg.com/profile_images/1252333649548148737/tsuJ5rGh_normal.jpg,,no,Twitter Media Studio - LiveCut,https://www.twitter.com/jornal_cultura/status/1844541185651769521
,Post,Falcao100 🇧🇷,Falcao100,1844511281081917567,,,1,no,2024-10-10 19:52:13,@jairbolsonaro E o Ricardo Sales era o “homem mau” que permitia o desmatamento. Agora tem o desmatamento do amor. O Brasil sofre com esse desgoverno.,38,142,1,292,,https://pbs.twimg.com/profile_images/1674119982865604608/yfQPz_ql_normal.jpg,São Paulo,no,Twitter for iPhone,https://www.twitter.com/Falcao100/status/1844511281081917567
,Post,Sergio Paulo🚩🇧🇷,sergiop1955,1844508915976794181,2,,3,no,2024-10-10 19:42:49,#jornaldacultura. DPCD(Departamento de Politicas de Controle do Desmatamento e Queimadas). As rodovias que margeiam as fazendas estão em grande parte queimadas e em muitos casos os fazendeiros fazem o cultivo nestas áreas públicas. Aproveitando-se destas areas queimadas.,2063,2732,3,13876,Evangélico Presbiteriano. Botafoguense Pedagogo esquerdista convicto por ser a única opção de quem ama o Brasil.🚩🇧🇷,https://pbs.twimg.com/profile_images/1600568545867350016/ebh9s5Q__normal.jpg,Cabo Frio Brasil,no,Twitter for Android,https://www.twitter.com/sergiop1955/status/1844508915976794181
,Post,Esquerda Diário,EsquerdaDiario,1844494519976276094,1,1,8,no,2024-10-10 18:45:37,Os resultados das eleições municipais de 2024 exibiram o papel do avanço do capitalismo agrário e a destruição ambiental onde prefeitos eleitos em cidades com altos índices de desmatamento representam na prática os interesses do agronegócio pecuária e extrativismo madeireiro. https://t.co/CoQALM4ipE,15537,75,8,43770,Parte da rede internacional de diários digitais de esquerda anticapitalistas socialistas e revolucionários que no Brasil é impulsionado pelo MRT.,https://pbs.twimg.com/profile_images/1416048410713538569/rrOiBymm_normal.jpg,Rede La Izquierda Diario,no,Metricool,https://www.twitter.com/EsquerdaDiario/status/1844494519976276094
,Post,Dj Marinho,Dj__Marinho,1844494457800097799,,,1,no,2024-10-10 18:45:22,@jairbolsonaro Desmatamento do amor S2,27,93,1,1669,,https://pbs.twimg.com/profile_images/1788587412731449344/d21ln7uo_normal.jpg,,no,Twitter Web App,https://www.twitter.com/Dj__Marinho/status/1844494457800097799
,Post,Bolsonaristaspresente,bolsonaristaspr,1844493047989665895,,,1,no,2024-10-10 18:39:46,Enquanto o Brasil está em chamas desmatamento batendo recordes Índios morrendo o desgoverno do cachaceiro reservou cerca de R$ 45 milhões para a contratação de copeiras e garçons para a Fundação Nacional dos Povos Indígenas (Funai) por um período de cinco anos. #Lulanacadeia https://t.co/St2WPs5ElN,115,55,1,1123,Bolsonarista Direita conservadora Pró-Vida armamentista antifeminista e anticomunista. 🇧🇷 Brasil acima de tudo Deus acima de todos.,https://pbs.twimg.com/profile_images/1760405680249311233/Yu8LF0qV_normal.jpg,,no,Twitter for Android,https://www.twitter.com/bolsonaristaspr/status/1844493047989665895
,Post,David,januariocrf,1844492693696811257,,,2,no,2024-10-10 18:38:21,ae galera bora parar de desmatar cuidar do planeta. Porque 35° sendo quase 19h é um absurdo não é normal isso.,391,437,2,3536,Tradidi quod et accepi,https://pbs.twimg.com/profile_images/1806772672233086976/8r8qDVJA_normal.jpg,,no,Twitter for Android,https://www.twitter.com/januariocrf/status/1844492693696811257
,Post,@GuerreiroPatr3,guerreiropatr3,1844483937021853903,,,1,no,2024-10-10 18:03:34,@autentica2024 Descaso com a saúde dos índios descaso com o garimpo descaso com o desmatamento descaso com as queimadas esse amor está saindo caro demais. 😠,1771,2860,1,64881,Brasileiro casado conservador e apaixonado pelo Brasil,https://pbs.twimg.com/profile_images/1711129102860562432/8YRDOCIY_normal.jpg,United States,no,Twitter for Android,https://www.twitter.com/guerreiropatr3/status/1844483937021853903
,Post,Contexto e Poder,diaphanumbrazil,1844475732522938641,,1,4,no,2024-10-10 17:30:57,@jairbolsonaro Os dados indicam que o Brasil enfrentou um dos piores períodos de queimadas e desmatamento em décadas com registros históricos sendo quebrados especialmente nos primeiros meses de 2024. A Amazônia o Cerrado e o Pantanal têm sido particularmente afetados com a Amazônia já…,9043,9735,4,38469,Análises sobre o cenário político nacional.,https://pbs.twimg.com/profile_images/1844381052246065167/kCsaqlhl_normal.jpg,,no,Twitter Web App,https://www.twitter.com/diaphanumbrazil/status/1844475732522938641
,Post,Governo do Pará,GovernoPara,1844471536465609210,,,1,no,2024-10-10 17:14:17,O Pará teve 37% de redução nos alertas de desmatamento em setembro de 2024 em comparação com o mesmo período de 2023 segundo dados oficiais do sistema de Detecção de Desmatamento em Tempo Real (Deter) do Instituto Nacional de Pesquisas Espaciais (Inpe). Saiba mais:… https://t.co/yzK8unhOEj,287841,67,1,68419,Uma das 27 unidades federativas do Brasil. Segundo maior Estado do país de extensão territorial com 144 municípios.,https://pbs.twimg.com/profile_images/1600489211731247104/Um4OyRd4_normal.jpg,Belém Pará Brasil,no,Twitter for iPhone,https://www.twitter.com/GovernoPara/status/1844471536465609210
,Post,dante the nerd 🔞 角質,safadonerd0,1844463784326562071,41,11,386,no,2024-10-10 16:43:29,o florestamento que não conseguiram desmatar: (meu pau brasil no meio) https://t.co/wN3sCuYv3n,6332,2747,386,3804,👽 nerd gamer rockeiro otaku e padawan sonserina | VERSÁTIL (dm liberada) @odanpriv1              https://t.co/RJ0kHiL9Pr,https://pbs.twimg.com/profile_images/1744023805851234304/lTT89iTu_normal.jpg,Recife Brazil,no,Twitter for Android,https://www.twitter.com/safadonerd0/status/1844463784326562071
,Post,DEUS_OFICIAL,DEUSA_MAE_TERRA,1844456412296118501,,2,22,no,2024-10-10 16:14:11,@bolandeira A Flórida é o recanto dos fascistas negacionistas climáticos que apoiam o desmatamento. Por isso essa repercussão toda...,456,676,22,36696,São Paulo é Boulos 50 Ateu convicto  Anti sionista Antifascista COMUNISTA,https://pbs.twimg.com/profile_images/1735281304457916416/GfAu9G2K_normal.jpg,Só Yahweh sabe,no,Twitter for Android,https://www.twitter.com/DEUSA_MAE_TERRA/status/1844456412296118501
,Post,BT AMAZÔNIA,btamazonia,1844452840296808873,1,1,3,no,2024-10-10 16:00:00,🌳CRÉDITO DE CARBONOEm setembro deste ano durante a Semana do Clima em Nova York o Governo do Pará assinou um acordo de financiamento de créditos de carbono no valor de quase R$ 1 bilhão com a Coalizão LEAF para apoiar esforços de redução do desmatamento. https://t.co/8Q7TRk8VVK,4031,41,3,4506,Amazônia contada por nós,https://pbs.twimg.com/profile_images/1585688200089042946/YWKESjXZ_normal.jpg,Belém Brasil,no,Twitter for Android,https://www.twitter.com/btamazonia/status/1844452840296808873
